raw_text,cleaned_text,domain,sentiment,intensity,intensity_level
速度快………………棒棒的,速度快 棒棒的,WAIMAI,1,2.6,3
前不久，看到网上对这套书的评论很好，就试着邮购了一套。起初我5岁的儿子只对轱辘轱辘转感兴趣。但后来，他越看越爱看，现在不仅他爱看这套书，我们全家人都对这套书感兴趣了。这套书之所以好，我认为它不仅教授给我们许多的日常知识，而且能让我们印象深刻。这套书中所体现出的独具创想与广泛的知识面，是我在任何一本书中都前所未见的。所以我推荐各位父母们，也来和你的孩子们一起分享这套书吧！,前不久 看到网上对这套书的评论很好 就试着邮购了一套 起初我5岁的儿子只对轱辘轱辘转感兴趣 但后来 他越看越爱看 现在不仅他爱看这套书 我们全家人都对这套书感兴趣了 这套书之所以好 我认为它不仅教授给我们许多的日常知识 而且能让我们印象深刻 这套书中所体现出的独具创想与广泛的知识面 是我在任何一本书中都前所未见的 所以我推荐各位父母们 也来和你的孩子们一起分享这套书吧,ChnSentiCorp,1,5.0,5
回复@雕刻时光李扬:www.lumiai.com 请随时关注！[可爱] //@雕刻时光李扬:受众反馈不错哦！发下官网地址，有空去看看 //@卢米埃北京芳草地影城:回复@?灬Herb:现在正在放映#魔境仙踪#，欢迎来我们#全景声LD厅#来体验！[鼓掌][鼓掌][鼓掌],回复 请随时关注 可爱,WEIBO,1,5.0,5
太慢了，饿到后来吃了点别的就不饿了。,太慢了 饿到后来吃了点别的就不饿了,WAIMAI,0,5.0,5
有趣[爱你],有趣 爱你,WEIBO,1,4.9,5
"我的订单号是1401482205~书倒是蛮快就收到了,可是少了一本.钱是没算啦.那这本怎么办``?",我的订单号是1401482205 书倒是蛮快就收到了 可是少了一本 钱是没算啦 那这本怎么办,ChnSentiCorp,0,4.2,4
要到周二打架的时间了，真不愿打架，多伤和气啊！周二，来，喝起来！[晕][晕],要到周二打架的时间了 真不愿打架 多伤和气啊 周二 来 喝起来 晕 晕,WEIBO,0,5.0,5
"发热量惊人，风扇很吵 部分软件不能更新，有些是试用的 C盘有近200G，就不能再分2个盘么？ 最让人郁闷的是送完货今天就变成送IPOD 1G了， 虽然不喜欢SHUFFLE,但是有得送总好过没得送",发热量惊人 风扇很吵 部分软件不能更新 有些是试用的 C盘有近200G 就不能再分2个盘么 最让人郁闷的是送完货今天就变成送IPOD 1G了 虽然不喜欢SHUFFLE 但是有得送总好过没得送,ChnSentiCorp,0,1.0,1
味道跟店里吃的完全不是一个样啊，送餐太慢，汤也凉了,味道跟店里吃的完全不是一个样啊 送餐太慢 汤也凉了,WAIMAI,0,5.0,5
没有介绍的那么好，也没觉得可以让人茅塞顿开的感觉，总之对记住单词效果不佳。,没有介绍的那么好 也没觉得可以让人茅塞顿开的感觉 总之对记住单词效果不佳,ChnSentiCorp,0,4.2,4
"真的是我吃过最难吃的毛血旺了没有之一...鸭血很明显不新鲜,毛肚有啥子,肥肠也没收拾,我从来没写过点评但这家实在是令人失望至极",真的是我吃过最难吃的毛血旺了没有之一 鸭血很明显不新鲜 毛肚有啥子 肥肠也没收拾 我从来没写过点评但这家实在是令人失望至极,WAIMAI,0,2.3,2
差评送给那个懒得进小区送货的送货员,差评送给那个懒得进小区送货的送货员,WAIMAI,0,1.1,1
竟然没有twitter[衰],竟然没有twitter 衰,WEIBO,0,4.0,4
买个唇膏颜色怎么都买不对[汗]当中是以前买的悦家的；颜色很喜欢但是太干，这个保质期短过期了。一直想买个代替品。左边是泰国买的lipbutter看壳子颜色很像，回国打开发现买错颜色了[汗]右边是老妈这次代购回来的欧莱雅，颜色还是不一样[抓狂]怎么买个一样颜色的这么难呢！悦家出新品了要么再收一个。,买个唇膏颜色怎么都买不对 汗 当中是以前买的悦家的 颜色很喜欢但是太干 这个保质期短过期了 一直想买个代替品 左边是泰国买的lipbutter看壳子颜色很像 回国打开发现买错颜色了 汗 右边是老妈这次代购回来的欧莱雅 颜色还是不一样 抓狂 怎么买个一样颜色的这么难呢 悦家出新品了要么再收一个,WEIBO,0,5.0,5
#旅行的意义#趣味图片[嘻嘻]//@希尔顿荣誉客会:长假最后一天，还在逍遥的你不如也这样拍一张！[偷笑],趣味图片 嘻嘻,WEIBO,1,2.9,3
好吃好吃。,好吃好吃,WAIMAI,1,2.9,3
7块钱的拌饭真的是不好吃啊！,7块钱的拌饭真的是不好吃啊,WAIMAI,0,1.5,1
送的很慢，满100送的饮料也不给,送的很慢 满100送的饮料也不给,WAIMAI,0,1.9,2
看一电视节目，强烈感觉毁三观！[悲伤],看一电视节目 强烈感觉毁三观 悲伤,WEIBO,0,4.0,4
不愧是宇宙卷饼，送餐慢到宇宙外了，商家电话永远在通话中和关机中间，好不容易打通一次，结果给挂断了，差评！强烈要求这样的商家撤出百度外卖！,不愧是宇宙卷饼 送餐慢到宇宙外了 商家电话永远在通话中和关机中间 好不容易打通一次 结果给挂断了 差评 强烈要求这样的商家撤出百度外卖,WAIMAI,0,2.9,3
白天没有热水，洗手间里竟然还有蚂蚁在爬，很小的淋浴房，没有浴缸，没有电梯。早餐简单的难以想象。电脑还有病毒，隔音很差，窗台上可以爬进爬出，很不安全。反正，不像三星的酒店。,白天没有热水 洗手间里竟然还有蚂蚁在爬 很小的淋浴房 没有浴缸 没有电梯 早餐简单的难以想象 电脑还有病毒 隔音很差 窗台上可以爬进爬出 很不安全 反正 不像三星的酒店,ChnSentiCorp,0,5.0,5
订餐时间是中午1点，等了一个多小时才送到，打开一看量少的惊人，炸薯条成了粉条，软绵绵的，拌饭里的蔬菜跟剩了几天的菜一样，黑乎乎的，炸鸡更难吃，价格一点不便宜，还做的这么难吃，第一次定也是最后一次！这里不能放图片很可惜！,订餐时间是中午1点 等了一个多小时才送到 打开一看量少的惊人 炸薯条成了粉条 软绵绵的 拌饭里的蔬菜跟剩了几天的菜一样 黑乎乎的 炸鸡更难吃 价格一点不便宜 还做的这么难吃 第一次定也是最后一次 这里不能放图片很可惜,WAIMAI,0,3.3,3
//@幽默大笑话: //@M仔不说事: 可以笑的时候，放纵地笑。哈哈……//@政经观察员范利祥: [哈哈] [哈哈] [给力] //@咔布雪诺:[哈哈],可以笑的时候 放纵地笑 哈哈 哈哈 哈哈 给力,WEIBO,1,5.0,5
慕名买的这本书，看完了发现并不像大家说得那么好，而且上面写的东西都不适用，作者的废话太多，没什么实质性内容，很怀疑当当排行榜的真实性，每个人的情况都不相同，但是作者却列举了很多个例来写，并不适合所有的人看！一定不会买第二部第三部来看了！,慕名买的这本书 看完了发现并不像大家说得那么好 而且上面写的东西都不适用 作者的废话太多 没什么实质性内容 很怀疑当当排行榜的真实性 每个人的情况都不相同 但是作者却列举了很多个例来写 并不适合所有的人看 一定不会买第二部第三部来看了,ChnSentiCorp,0,5.0,5
除了速度有待加强，其他都不错,除了速度有待加强 其他都不错,WAIMAI,1,3.2,3
受不鸟这种肥喵~喜欢[爱你][太开心] //@李小白不想做人类:@我是哈将 @蝴蝶求刷虎叔副本 @嘿哈吼 @迎风流泪王小姐 [可怜]乖的啊！！！！！！！！！//@Olivia加油变成白富美: @娌悄悄 @李小白不想做人类 [熊猫][熊猫],受不鸟这种肥喵 喜欢 爱你 太开心 可怜 乖的啊 熊猫 熊猫,WEIBO,1,2.9,3
送来全洒了,送来全洒了,WAIMAI,0,2.0,2
"环境不错,交通也很方便,购物吃饭也方便,公司来天津出差都是入住这个酒店!",环境不错 交通也很方便 购物吃饭也方便 公司来天津出差都是入住这个酒店,ChnSentiCorp,1,5.0,5
一起出发? //@三亚热带休闲旅行社:#爱上海南的N个理由#2013海南国际旅游岛大学生休闲旅游季之首站活动在琼海潭门隆重启动，来自全省爱好骑行的大学生聚集在潭门渔港，通过骑行的方式致青春。[爱你][爱你],一起出发,WEIBO,1,3.3,3
#让红包飞# 2014是我们的，也是你们的，是我们大家的春天！[嘻嘻][嘻嘻][嘻嘻][嘻嘻][嘻嘻]腊八，多吃点哦！ http://t.cn/z8Ab7PF,2014是我们的 也是你们的 是我们大家的春天 嘻嘻 嘻嘻 嘻嘻 嘻嘻 嘻嘻 腊八 多吃点哦,WEIBO,1,5.0,5
喜欢吃包菜粉丝卷！豆浆也很好！,喜欢吃包菜粉丝卷 豆浆也很好,WAIMAI,1,5.0,5
回复@宋艳_linda:[ok] //@宋艳_linda:回复@靳小?-jxm:好哇，看你整体忙得热火朝天，这会子又卖萌了[偷笑]过了五一看你去[心] //@靳小?-jxm:[嘻嘻] //@宋艳_linda:[偷笑]@Chain_F @薇菲烟灭 //@热门萌宠控: 你见过这么有喜感的胖纸吗？看一次笑一次！！,回复 你见过这么有喜感的胖纸吗 看一次笑一次,WEIBO,1,2.0,2
京东办事效率很高，速度很快，头天下午的订单，第二天上午就受到货了，不过京东客服假期休假却播放无人等候录音，导致浪费很多电话费。,京东办事效率很高 速度很快 头天下午的订单 第二天上午就受到货了 不过京东客服假期休假却播放无人等候录音 导致浪费很多电话费,ChnSentiCorp,1,5.0,5
没有肉，只有咖喱，汁也很少,没有肉 只有咖喱 汁也很少,WAIMAI,0,1.3,1
订单里明明有这本书为什么其它书都已收到为什么就没有这一本了？？？为什么了？？？,订单里明明有这本书为什么其它书都已收到为什么就没有这一本了 为什么了,ChnSentiCorp,0,5.0,5
@小胡胡译之 你看嘛，好看不下去嘛...而且还可以买Clearance的，折上折更便宜啊！该死的Holister国内不能登陆美国地区网站，这边登陆上去全显示的HK Dollar，售价完全不一样！[泪],你看嘛 好看不下去嘛 而且还可以买Clearance的 折上折更便宜啊 该死的Holister国内不能登陆美国地区网站 这边登陆上去全显示的HK Dollar 售价完全不一样 泪,WEIBO,0,1.3,1
呵呵，图太有意思了~~~[嘻嘻]//@张伊?: 转发微博。,呵呵 图太有意思了 嘻嘻 转发微博,WEIBO,1,4.7,5
#haollee烘焙课堂合影#2013年第二期学员全家福～又是很多美女～很多美女～ [话筒]@haollee 老师请谈一下在这么多美女包围下的感言～[嘻嘻],2013年第二期学员全家福 又是很多美女 很多美女 话筒 老师请谈一下在这么多美女包围下的感言 嘻嘻,WEIBO,1,5.0,5
[哈哈]//@旅游达人yoyo: [吃惊]//@_-瓦力: //@Elfin-x儒: 转发微博,哈哈 吃惊 转发微博,WEIBO,1,5.0,5
咱比比回去谁长得肉多哈~！[哈哈][嘻嘻][酷],咱比比回去谁长得肉多哈 哈哈 嘻嘻 酷,WEIBO,1,5.0,5
位置太偏，再一个很深的胡同里，很难找到。而且，结帐时电脑出故障，前台漫不经心的说让明天再来开，或给寄去。如果外地人明天再来吗？如果是老外你们也给寄到国外去吗？,位置太偏 再一个很深的胡同里 很难找到 而且 结帐时电脑出故障 前台漫不经心的说让明天再来开 或给寄去 如果外地人明天再来吗 如果是老外你们也给寄到国外去吗,ChnSentiCorp,0,1.6,2
旗舰店应该也是，去年这时候在店里抢了一堆，港行差不多的价格还带发票哦[鼓掌],旗舰店应该也是 去年这时候在店里抢了一堆 港行差不多的价格还带发票哦 鼓掌,WEIBO,1,5.0,5
战斗、攻坚、胜利、登陆，这延续了国人战斗化口号的革命精神吧~[哈哈] //@倪爽: 够贴切、够恶毒。PS：经过这么多年的教育，终于有很多业内人士终于明白了此处应该是“登录”而不是“登陆” 详情:http://t.cn/zj5u8ip,战斗 攻坚 胜利 登陆 这延续了国人战斗化口号的革命精神吧 哈哈 够贴切 够恶毒 PS 经过这么多年的教育 终于有很多业内人士终于明白了此处应该是 登录 而不是 登陆 详情,WEIBO,1,5.0,5
原来如此//@水们Waters: //@北京-老鱼-拉萨: 转发~//@Everest8847: 广而告之//@周凯莉:Nanzhou官微发布不实声明的前因后果~ //@何刚:真相被扭曲=谎言[怒],原来如此 转发 广而告之,WEIBO,0,4.2,4
让我最不爽的是没有ＸＰ的驱动盘，我上官网下载花了我一下午时间！,让我最不爽的是没有ＸＰ的驱动盘 我上官网下载花了我一下午时间,ChnSentiCorp,0,2.0,2
肉夹馍是剩的，没有汁，米线没有放盐，很淡，骨肉相连是凉的，烤翅是凉的，唯有凉皮不错,肉夹馍是剩的 没有汁 米线没有放盐 很淡 骨肉相连是凉的 烤翅是凉的 唯有凉皮不错,WAIMAI,0,1.6,2
这样的价位来说，功能配置相当到位。机器外观也让人满意，系统安装起来也很方便。,这样的价位来说 功能配置相当到位 机器外观也让人满意 系统安装起来也很方便,ChnSentiCorp,1,5.0,5
第一次体验，但是感觉真的是一般....,第一次体验 但是感觉真的是一般,WAIMAI,0,2.5,2
"快递很快的,还要凑十个字",快递很快的 还要凑十个字,WAIMAI,1,1.6,2
还和@时多多Nicole 说要和你再见一面呢~不过，没关系，我们去看你~也希望你开开心心，顺顺利利，甜甜蜜蜜[爱你][爱你],还和 说要和你再见一面呢 不过 没关系 我们去看你 也希望你开开心心 顺顺利利 甜甜蜜蜜 爱你 爱你,WEIBO,1,5.0,5
苦瓜太苦了,苦瓜太苦了,WAIMAI,0,0.5,0
[泪]好有爱的一张图~[爱你]年三十晚《超级笑星大拜年》，大家一起欢笑过大年~[哈哈]也希望月球上的“兔兔”早日康复哦~[心],泪 好有爱的一张图 爱你 年三十晚 超级笑星大拜年 大家一起欢笑过大年 哈哈 也希望月球上的 兔兔 早日康复哦 心,WEIBO,1,5.0,5
【如何才能拍出满意的身份证照？求扩散[话筒]】你知道拍身份证照能化妆吗？能笑吗？能露齿吗？你对自己现在的身份证照满意吗？怎样才能拍出帅气、靓丽的身份证照呢？快戳长微博↓↓ 看警察蜀黍@青浦警坛小金 帮您细细道来[嘻嘻] 记得@ 给身边的朋友们！,如何才能拍出满意的身份证照 求扩散 话筒 你知道拍身份证照能化妆吗 能笑吗 能露齿吗 你对自己现在的身份证照满意吗 怎样才能拍出帅气 靓丽的身份证照呢 快戳长微博 看警察蜀黍 帮您细细道来 嘻嘻 记得 给身边的朋友们,WEIBO,1,5.0,5
USB接口只有2个，太少了点，不能接太多外接设备！表面容易留下污垢！,USB接口只有2个 太少了点 不能接太多外接设备 表面容易留下污垢,ChnSentiCorp,0,3.6,4
[嘻嘻][哈哈][哼][哼][哼][抓狂][抓狂],嘻嘻 哈哈 哼 哼 哼 抓狂 抓狂,WEIBO,1,0.2,0
恩，要安排下工作了。//@mingsheng1:做微博，逛微博就是工作；搞旅游，出去玩就是工作。[哈哈],恩 要安排下工作了,WEIBO,1,2.1,2
对我来说，没有比读到一本好书更快乐的事了，《女子生活圣经》就是我翻开不想停下的一本书，我庆幸在二十五岁是能读到它，作者的观点我十分认同，一向认为自己是一个对生活很理智的人，在看到这本书时，我想自己还缺少生活的智慧，洒脱但缺少平衡，这是需要时间打磨的，我需要认真思考这个问题。这本书是一本值得珍藏拥有的，也是一本极力推荐给好朋友们看的读物，作为礼物送给我的闺蜜不错哦！,对我来说 没有比读到一本好书更快乐的事了 女子生活圣经 就是我翻开不想停下的一本书 我庆幸在二十五岁是能读到它 作者的观点我十分认同 一向认为自己是一个对生活很理智的人 在看到这本书时 我想自己还缺少生活的智慧 洒脱但缺少平衡 这是需要时间打磨的 我需要认真思考这个问题 这本书是一本值得珍藏拥有的 也是一本极力推荐给好朋友们看的读物 作为礼物送给我的闺蜜不错哦,ChnSentiCorp,1,5.0,5
有把脚崴了。。。 大馒头[泪],有把脚崴了 大馒头 泪,WEIBO,0,1.8,2
发完这个，好几位同学都告诉我登机口只能扫条码，二维码要等到最后人工处理才给登机。于是我去补打了登机牌，猛然发现登机牌上手写着“最后一位上”。。[怒]再也不玩这种高科技了。。。,发完这个 好几位同学都告诉我登机口只能扫条码 二维码要等到最后人工处理才给登机 于是我去补打了登机牌 猛然发现登机牌上手写着 最后一位上 怒 再也不玩这种高科技了,WEIBO,0,5.0,5
每个人都在过小周末?? 为什么我还要值班呢?[抓狂]? 呼呼?,每个人都在过小周末 为什么我还要值班呢 抓狂 呼呼,WEIBO,0,4.8,5
很一般的五星级酒店， 周边的环境感觉很乱,很一般的五星级酒店 周边的环境感觉很乱,ChnSentiCorp,1,1.6,2
"到货时间太慢，整整过了8天，是没有系统还是怎么了？为什么打开之后就不动了，显示root localhost ,谁能帮我解释解释，该怎么办呢？是应该找京东还是找宏基？",到货时间太慢 整整过了8天 是没有系统还是怎么了 为什么打开之后就不动了 显示root localhost 谁能帮我解释解释 该怎么办呢 是应该找京东还是找宏基,ChnSentiCorp,0,5.0,5
鸡蛋太少都是酸豆角,鸡蛋太少都是酸豆角,WAIMAI,0,2.5,2
要上映喽！好棒哦！！到时候一定要看！！！[太开心] @嘻哈包袱铺崔曙光 //@江西卫视粉丝网: 又是1月24日？？？[思考]@陈赫 @娄艺潇 @孙艺洲 @王传君 @李金铭Kimi @邓家佳 @金世佳 期待像去年一样有新的宣传片推荐史上最给力的电视剧《爱情公寓2》预告片完整版 http://t.cn/hbKvJs 另再转@爱情公寓,要上映喽 好棒哦 到时候一定要看 太开心 又是1月24日 思考 期待像去年一样有新的宣传片推荐史上最给力的电视剧 爱情公寓2 预告片完整版 另再转,WEIBO,1,5.0,5
大家多彩的年会也为费尔蒙添了些欢快气息[嘻嘻] 作为举办会议与活动的理想场所，费尔蒙胡同会议室欢迎大家的到来。,大家多彩的年会也为费尔蒙添了些欢快气息 嘻嘻 作为举办会议与活动的理想场所 费尔蒙胡同会议室欢迎大家的到来,WEIBO,1,5.0,5
不是特别好吃。没有什么味道、,不是特别好吃 没有什么味道,WAIMAI,0,1.3,1
这张才有我啊……我是老眼昏花了么[晕],这张才有我啊 我是老眼昏花了么 晕,WEIBO,0,5.0,5
本本很漂亮，外观不错，配置也不错，但是拿货的时候没注意，在本的下方掉了一小块漆，想着都已经把本本拿走了，估计人家也不会管了，好在不是很明显，总体还OK。,本本很漂亮 外观不错 配置也不错 但是拿货的时候没注意 在本的下方掉了一小块漆 想着都已经把本本拿走了 估计人家也不会管了 好在不是很明显 总体还OK,ChnSentiCorp,1,0.3,0
菜品两分，不能再多，肉菜卷真没见着肉,菜品两分 不能再多 肉菜卷真没见着肉,WAIMAI,0,0.3,0
[话筒]#赢取英迪格女人节示爱季浪漫礼包#新浪微活动正在火热进行中，感谢各位小伙伴的积极参与，同时微信公众平台#英迪格女人节示爱季分享有礼#活动也在进行中，参与方式很简单，只需扫描以下二维码，关注我们的微信，分享活动至朋友圈，就有机会获得和微活动一样的奖品噢。小伙伴们奔走相告吧[爱你],话筒 活动也在进行中 参与方式很简单 只需扫描以下二维码 关注我们的微信 分享活动至朋友圈 就有机会获得和微活动一样的奖品噢 小伙伴们奔走相告吧 爱你,WEIBO,1,5.0,5
速度还可以，味道好,速度还可以 味道好,WAIMAI,1,2.4,2
请卖家看备注啊…已经第二次给我做岔了。多等一个小时会饿死人。,请卖家看备注啊 已经第二次给我做岔了 多等一个小时会饿死人,WAIMAI,0,4.5,4
送餐师傅很给力，饭相当难吃,送餐师傅很给力 饭相当难吃,WAIMAI,0,0.4,0
"印象最深的是,拉开窗帘时的感觉--外面是一高尔夫球场--很惬意!房间也不错,就是停车不太方便--太远了,刚好又碰到下雨.",印象最深的是 拉开窗帘时的感觉 外面是一高尔夫球场 很惬意 房间也不错 就是停车不太方便 太远了 刚好又碰到下雨,ChnSentiCorp,1,1.4,1
[泪] //@雪莉酒BH3AG:@樊哲_ 去吧！少年！[哈哈],泪 去吧 少年 哈哈,WEIBO,0,2.3,2
非常失望的一个酒店，设施相对淄博宾馆等酒店算好，但是房间的烟味非常重，这还是安排的无烟房间，这些就算了，本来对淄博的酒店没有太大期望，但是没想到还有更糟糕的，我预定了去济南的酒店的车，礼宾部告诉我是280元，我确认预定并说明结帐时列在我的房帐上，第二天一早我又打电话确认，结果下午1点结帐时说前台小姐说没收到预定，非常傲慢无礼，要求我先结房费，接着礼宾部拿来一张单据要我签署价格不是280元，而是280元＋15％服务费，我还是第一次遇到这种情况，酒店说我要是付现金就还是280元，不用付15％服务费，我请大堂副经理过来，她解释是刷信用卡酒店要支付手续费所以加收15％，我认为不合理，因为1）礼宾部没有在我定车时说明这一点，2）银行的手续费竟然要15％，从来没听说过这么高的银行刷卡手续费。最后，在我强烈的抗议之下，大堂副经理说还是按照280元刷信用卡来收。上了预定的车才知道，是出租车，不是酒店的专用车，因为酒店没有车队，就和5辆出租车签订了协议，出租车每年交纳给酒店几千块管理费，然后酒店客人定去济南机场的车就叫他们，要说明的是我乘坐的这辆出租车的服务很好。从性价服务比上看这家酒店不合适，我不会再入住了。,非常失望的一个酒店 设施相对淄博宾馆等酒店算好 但是房间的烟味非常重 这还是安排的无烟房间 这些就算了 本来对淄博的酒店没有太大期望 但是没想到还有更糟糕的 我预定了去济南的酒店的车 礼宾部告诉我是280元 我确认预定并说明结帐时列在我的房帐上 第二天一早我又打电话确认 结果下午1点结帐时说前台小姐说没收到预定 非常傲慢无礼 要求我先结房费 接着礼宾部拿来一张单据要我签署价格不是280元 而是280元 15 服务费 我还是第一次遇到这种情况 酒店说我要是付现金就还是280元 不用付15 服务费 我请大堂副经理过来 她解释是刷信用卡酒店要支付手续费所以加收15 我认为不合理 因为1 礼宾部没有在我定车时说明这一点 2 银行的手续费竟然要15 从来没听说过这么高的银行刷卡手续费 最后 在我强烈的抗议之下 大堂副经理说还是按照280元刷信用卡来收 上了预定的车才知道 是出租车 不是酒店的专用车 因为酒店没有车队 就和5辆出租车签订了协议 出租车每年交纳给酒店几千块管理费 然后酒店客人定去济南机场的车就叫他们 要说明的是我乘坐的这辆出租车的服务很好 从性价服务比上看这家酒店不合适 我不会再入住了,ChnSentiCorp,0,5.0,5
哭死算啦[泪]//@冰Bingo: 老照片系列[奥特曼],哭死算啦 泪 老照片系列 奥特曼,WEIBO,0,2.1,2
送餐太慢太慢了，送来粉都坨了，备注写了不放葱，最后还是放了！,送餐太慢太慢了 送来粉都坨了 备注写了不放葱 最后还是放了,WAIMAI,0,1.9,2
1.综合配置不错；2键盘触摸板手感不错；3.液晶屏看电影的效果不错，就是上下可视角小了；4.重量轻便，因为是全塑料的外壳,1 综合配置不错 2键盘触摸板手感不错 3 液晶屏看电影的效果不错 就是上下可视角小了 4 重量轻便 因为是全塑料的外壳,ChnSentiCorp,1,5.0,5
便宜实惠；配置较好；做工还行；在这么便宜的情况下还内置了无线网卡,便宜实惠 配置较好 做工还行 在这么便宜的情况下还内置了无线网卡,ChnSentiCorp,1,5.0,5
不靠谱的东航又来了，延误一个小时啊[泪][晕][汗]干等啊！我在这里: #虹桥机场# http://t.cn/SIWT0n,不靠谱的东航又来了 延误一个小时啊 泪 晕 汗 干等啊 我在这里,WEIBO,0,5.0,5
@张志强208  //@致美斋酱园:总决赛今天下午进行。[哈哈]//@朝煌传播: 源?流?的?食文化[给力][给力][给力] //@文萱fion:回复@烽与同路:[围观][给力] //@烽与同路:食在广东，就是精彩 [赞] @文萱fion @朝煌传播 @城市之声潘SIR @致美斋酱园,源 流 的 食文化 给力 给力 给力 赞,WEIBO,1,5.0,5
音箱感觉还不错，可以，就是没通过杜比认证，这心里还是没底啊！ 东芝的笔记本一个光盘都没有，郁闷！！系统崩溃咋办，还是家庭普通版，恶心！ c盘分区格式，简直受不了！～没法正常分区调整大小！！费死劲！,音箱感觉还不错 可以 就是没通过杜比认证 这心里还是没底啊 东芝的笔记本一个光盘都没有 郁闷 系统崩溃咋办 还是家庭普通版 恶心 c盘分区格式 简直受不了 没法正常分区调整大小 费死劲,ChnSentiCorp,0,2.7,3
"四喜丸子一点也不好吃,鸡蛋西红柿太咸",四喜丸子一点也不好吃 鸡蛋西红柿太咸,WAIMAI,0,2.2,2
比蜗牛还慢，送到的时候粥都撒了,比蜗牛还慢 送到的时候粥都撒了,WAIMAI,0,1.0,1
唱得很认真//@董芳0000: 春个累斯！ //@丛刚auto:哈哈，这唱地是俄个累斯还是英个累斯？// @董芳0000 : 破坏了我一切美好的幻想！[嘻嘻] // @汇英杰 : @董芳0000 @李良liliang // @飙车老奶奶 :[哈哈][哈哈][哈哈] @蓉村长 @AUDI长工 @毛毛雨钱蕾,唱得很认真 春个累斯 破坏了我一切美好的幻想 嘻嘻 哈哈 哈哈 哈哈,WEIBO,1,5.0,5
这本书的革命性医学理念，在于变治疗医学为预防医学，让我认识了世界顶级的保健品USANA，并通过一段时间的服用，彻底改变了我原来过敏性哮喘和过敏性鼻炎的几十年顽症。USANA还有更多针对性的顶级保健品提供，我3岁的儿子也在服用USANA针对小儿的保健品。强烈向大家推荐USANA保健品（e-mail:tonytong7015@yahoo.com.cn可以了解更多）USANA可能是目前世界上最好的保健品，但绝对不是最贵的保健品。,这本书的革命性医学理念 在于变治疗医学为预防医学 让我认识了世界顶级的保健品USANA 并通过一段时间的服用 彻底改变了我原来过敏性哮喘和过敏性鼻炎的几十年顽症 USANA还有更多针对性的顶级保健品提供 我3岁的儿子也在服用USANA针对小儿的保健品 强烈向大家推荐USANA保健品 e mail tonytong7015,ChnSentiCorp,1,5.0,5
我们住的是三楼的房间，房间不大（大约20平米），是新装修的，还不错。最大的特色是房间的镜子特多而且浴室是全部用玻璃间隔的，可以从房间看到浴室里面的所有东西。酒店离地铁不近，但附近巴士很方便，从酒店门口过隧道坐1A/9/5C到尖沙咀和旺角只要HKD5-6.2，坐107到海洋公园11块多，回程的话，在酒店楼下就是巴士站。购物的话，在九龙寨城公园旁边就是九龙城广场，里面除了有吉之岛十元店和百佳外，还有很多私人的小铺。餐厅包括KFC、麦当劳、和其他一些香港比较出名的外资餐厅。总体来讲，该酒店在香港的性价比算挺高的，值的去住。,我们住的是三楼的房间 房间不大 大约20平米 是新装修的 还不错 最大的特色是房间的镜子特多而且浴室是全部用玻璃间隔的 可以从房间看到浴室里面的所有东西 酒店离地铁不近 但附近巴士很方便 从酒店门口过隧道坐1A 9 5C到尖沙咀和旺角只要HKD5 6 2 坐107到海洋公园11块多 回程的话 在酒店楼下就是巴士站 购物的话 在九龙寨城公园旁边就是九龙城广场 里面除了有吉之岛十元店和百佳外 还有很多私人的小铺 餐厅包括KFC 麦当劳 和其他一些香港比较出名的外资餐厅 总体来讲 该酒店在香港的性价比算挺高的 值的去住,ChnSentiCorp,1,5.0,5
此酒店硬件设施非常差，比如：房间是KTV包房改的，被子很薄，早餐在简陋的包房里就餐（早餐太简单），服务员叼着烟往餐厅里送早餐，大堂只有一个男女公用的卫生间，里面还放着两辆自行车，等我到了酒店服务员还找不到我的订单等等。所有这些都是客观事实，并非我捏造。,此酒店硬件设施非常差 比如 房间是KTV包房改的 被子很薄 早餐在简陋的包房里就餐 早餐太简单 服务员叼着烟往餐厅里送早餐 大堂只有一个男女公用的卫生间 里面还放着两辆自行车 等我到了酒店服务员还找不到我的订单等等 所有这些都是客观事实 并非我捏造,ChnSentiCorp,0,4.7,5
皮蛋瘦肉粥点了两份送了一份。撒的袋子里都是。,皮蛋瘦肉粥点了两份送了一份 撒的袋子里都是,WAIMAI,0,0.4,0
5点多定的，8点半我下班还没送到，什么玩意，还没给我退钱,5点多定的 8点半我下班还没送到 什么玩意 还没给我退钱,WAIMAI,0,2.3,2
压根儿没送到！！！,压根儿没送到,WAIMAI,0,0.9,1
骑士速度超快！太赞了,骑士速度超快 太赞了,WAIMAI,1,3.5,3
呵呵﹉一颗星都不想给你,呵呵 一颗星都不想给你,WAIMAI,0,1.1,1
说得好~ 珍珠奶茶口味的回忆是一定好友们陪你在一起的吧 [爱你] 爱你的咖啡豆46,说得好 珍珠奶茶口味的回忆是一定好友们陪你在一起的吧 爱你 爱你的咖啡豆46,WEIBO,1,5.0,5
