raw_text,cleaned_text,domain,sentiment,intensity,intensity_level
@杨用 连续给我推荐了3个男的，???！[泪],连续给我推荐了3个男的 泪,WEIBO,0,1.2,1
"太特么恶心了,服务不到位",太特么恶心了 服务不到位,WAIMAI,0,1.0,1
"包装好高大上,好吃",包装好高大上 好吃,WAIMAI,1,5.0,5
填写了发票信息，但是没有给开发票,填写了发票信息 但是没有给开发票,WAIMAI,0,1.8,2
百度外卖不错，,百度外卖不错,WAIMAI,1,2.6,1
本书其实没说什么，也看不出价值在哪，作者倒是牛，把西医批评的一无是处，感觉就是根本不懂科学,本书其实没说什么 也看不出价值在哪 作者倒是牛 把西医批评的一无是处 感觉就是根本不懂科学,ChnSentiCorp,0,1.0,1
[心]//@宁夏小伟子: 这还是我做的活动[哈哈]@郝浩 @江苏科技大学电信学院鸿飞义工站 @江苏科技大学-三自协会 @江苏科技大学电信学院学生会,心 这还是我做的活动 哈哈,WEIBO,1,0.1,0
送的特别快,送的特别快,WAIMAI,1,2.4,2
第一栏就摔倒了[衰] 彻底歇菜//@丁丁看世界:和我预料得一模一样，预赛即被淘汰，您就别再演戏了[弱]//@丁丁看世界:我不这么看，我根本不关心他，爱比不比，看不上这个人。//@菲菲不种菜: 不求他别的只要比了就行。//@王炜的微博: 我估计会//@张斌_小白先生:不会再弃权吧,第一栏就摔倒了 衰 彻底歇菜 不求他别的只要比了就行 我估计会,WEIBO,0,5.0,5
1 房间很小，地毯很脏，白毛巾显黑色 2 中央空调有异响，后半夜只好关掉 3 洗澡水忽冷忽热,1 房间很小 地毯很脏 白毛巾显黑色 2 中央空调有异响 后半夜只好关掉 3 洗澡水忽冷忽热,ChnSentiCorp,0,2.5,2
"是冲着万豪的名气去的,但有点失望,酒店出了位置不错以外,其他都表现平平,特别是房间的装修已显老态,希望酒店当局早点更新,不然很对不起那八百多一晚的房价(还没有早餐).",是冲着万豪的名气去的 但有点失望 酒店出了位置不错以外 其他都表现平平 特别是房间的装修已显老态 希望酒店当局早点更新 不然很对不起那八百多一晚的房价 还没有早餐,ChnSentiCorp,1,2.1,2
[good]//@乐游上海: #美景美图#@心想是琛 和她的老公去了 @上海玻璃博物馆 ，用手机记录了此间的国外精品展。乐乐在想：“为什么，同样是用IPhone的，咋差距这么大啊~！”看样子，真的是要齐声感叹――好技术用啥器材都不怕啊！[鼓掌][鼓掌],good 和她的老公去了 用手机记录了此间的国外精品展 乐乐在想 为什么 同样是用IPhone的 咋差距这么大啊 看样子 真的是要齐声感叹 好技术用啥器材都不怕啊 鼓掌 鼓掌,WEIBO,1,0.3,0
很欢乐[嘻嘻],很欢乐 嘻嘻,WEIBO,1,2.5,2
球要打，范也要保持住！[嘻嘻],球要打 范也要保持住 嘻嘻,WEIBO,1,0.8,1
价格便宜。比较轻，省电。附带XP、vista驱动光盘，这点比thinkpad要强，不用到网站上自己找，很方便 。,价格便宜 比较轻 省电 附带XP vista驱动光盘 这点比thinkpad要强 不用到网站上自己找 很方便,ChnSentiCorp,1,3.6,4
房间很干净，打开窗口就能看见三塔，嘿嘿，连门票都省了。出门开车五分钟就能到沧海高尔夫，实在方便。 美中不足，出门的时候朋友把手机丢在了床上（非常确定一定以及肯定），离开大理半小时想起来，连忙打电话过去，没想到手机被人挂掉了，再打就关机了。打电话到酒店，总台和服务员分别肯定地告诉我没看见，哎，只好自认倒霉喽。,房间很干净 打开窗口就能看见三塔 嘿嘿 连门票都省了 出门开车五分钟就能到沧海高尔夫 实在方便 美中不足 出门的时候朋友把手机丢在了床上 非常确定一定以及肯定 离开大理半小时想起来 连忙打电话过去 没想到手机被人挂掉了 再打就关机了 打电话到酒店 总台和服务员分别肯定地告诉我没看见 哎 只好自认倒霉喽,ChnSentiCorp,1,4.2,4
硬生生等了90分钟，呵呵，不会在这家订餐了，而且味道更不值。,硬生生等了90分钟 呵呵 不会在这家订餐了 而且味道更不值,WAIMAI,0,2.4,2
[亲亲]//@潘-小-坤: 看掉泪了[心],亲亲 看掉泪了 心,WEIBO,1,1.6,2
“如果不允许敌人暂时性地胜利，你就必输无疑”[爱你],如果不允许敌人暂时性地胜利 你就必输无疑 爱你,WEIBO,1,3.9,4
我家人口不少，等省着点用电了[泪],我家人口不少 等省着点用电了 泪,WEIBO,0,2.0,2
只因李安的电影《色，戒》，才买了张爱玲的小说来读。读后的感觉是失望——那么短浅，迷惑——李导演如何能以此拍出获奖影片？一个女人要诱杀一个男人（汉奸），在最后时刻突然觉得这个男人也许是真爱她的——他在给她买钻戒，而她却是要杀了他，于情于理都说不过去，于是仓皇中放走了他。但那男人却不会放过她……色使那个男人差点送了命，色（还有戒）使那个女人真的送了命。我想小说的精髓大概就在于此。这样的主题其实并没有什么新意，但写法上还是有耐人寻味之处。我欣赏的其实只是小说的标题：色，戒,只因李安的电影 色 戒 才买了张爱玲的小说来读 读后的感觉是失望 那么短浅 迷惑 李导演如何能以此拍出获奖影片 一个女人要诱杀一个男人 汉奸 在最后时刻突然觉得这个男人也许是真爱她的 他在给她买钻戒 而她却是要杀了他 于情于理都说不过去 于是仓皇中放走了他 但那男人却不会放过她 色使那个男人差点送了命 色 还有戒 使那个女人真的送了命 我想小说的精髓大概就在于此 这样的主题其实并没有什么新意 但写法上还是有耐人寻味之处 我欣赏的其实只是小说的标题 色 戒,ChnSentiCorp,0,3.9,4
必须sum41 //@Noisy折腾:艾薇儿的票订好啦[哈哈]真心想看Sum 41但是估计悬了[泪][泪]五一看看咋放假了如果得空儿去草莓的话就不去看五月天了[思考]//@forever_what:更正一下，任贤齐北京演唱会时间应为2012年5月2日。,必须sum41 41但是估计悬了 泪 泪 五一看看咋放假了如果得空儿去草莓的话就不去看五月天了 思考,WEIBO,1,3.3,3
"电脑是给别人买的.但联想的东西应该没问题,我自己家里就有一台,挺好的.",电脑是给别人买的 但联想的东西应该没问题 我自己家里就有一台 挺好的,ChnSentiCorp,1,0.6,1
这是第一次订这家酒店，酒店位置还可以，但肯定开业已经有一段年月，装修有点旧，办了入住手续，进入房间，感觉房间的状况不好，所以决定亏半天房租，还是另外找其它酒店,这是第一次订这家酒店 酒店位置还可以 但肯定开业已经有一段年月 装修有点旧 办了入住手续 进入房间 感觉房间的状况不好 所以决定亏半天房租 还是另外找其它酒店,ChnSentiCorp,0,3.8,4
学生听课不是应该的么//@微博搞笑排行榜：[鼓掌],学生听课不是应该的么,WEIBO,1,2.5,2
条件太差！房间面积太小，简直就不象4*酒店！,条件太差 房间面积太小 简直就不象4 酒店,ChnSentiCorp,0,0.6,1
分区确实有点畸形。联想能不能做个调查啊，用户希望预先作好分区，当然不是这样变态的分区,分区确实有点畸形 联想能不能做个调查啊 用户希望预先作好分区 当然不是这样变态的分区,ChnSentiCorp,0,0.1,0
如果我说我很难过，是不是太矫情。从今早到现在，一直问自己，是不是要的太多~即将再见的拉萨，啥时还能再回来[伤心]感谢@平措康桑国际青年旅舍 让我与布宫如此贴近~#阿里高点#,如果我说我很难过 是不是太矫情 从今早到现在 一直问自己 是不是要的太多 即将再见的拉萨 啥时还能再回来 伤心 感谢 让我与布宫如此贴近,WEIBO,0,3.7,4
菜品好，速度快，真是太好了！,菜品好 速度快 真是太好了,WAIMAI,1,3.9,4
特别幸苦，特别感谢！,特别幸苦 特别感谢,WAIMAI,1,0.3,0
少了南瓜粥,少了南瓜粥,WAIMAI,0,1.7,2
很准时，菜品不错,很准时 菜品不错,WAIMAI,1,2.5,2
想到下周开始的连续出差及出差前的准备工作就头大！[晕][泪][汗],想到下周开始的连续出差及出差前的准备工作就头大 晕 泪 汗,WEIBO,0,4.2,4
小笼包挺好吃的，甜香，拌面也还可以，整体不错~,小笼包挺好吃的 甜香 拌面也还可以 整体不错,WAIMAI,1,5.0,5
柏杨耗心力的佳作，只是书的质量一般，盼能改进。,柏杨耗心力的佳作 只是书的质量一般 盼能改进,ChnSentiCorp,1,4.0,4
肉好多，实在，送餐没法进北医校门,肉好多 实在 送餐没法进北医校门,WAIMAI,1,2.8,0
从力学的角度分析，车要向前，铁块应该斜向上放[嘻嘻],从力学的角度分析 车要向前 铁块应该斜向上放 嘻嘻,WEIBO,1,1.1,1
为什么会有一股冲天的腐臭味!那么多好评是水军刷出来的吗,为什么会有一股冲天的腐臭味 那么多好评是水军刷出来的吗,WAIMAI,0,3.1,3
[嘻嘻]吃着你会觉得更幸福滴~ //@王王王王v????:看着真不赖 //@ebeecake:记得曾经有个会员对媳妇说过：我都给你订ebeecake了，我还不够浪漫？祝幸福永久~,嘻嘻 吃着你会觉得更幸福滴,WEIBO,1,1.7,1
两个半小时才送到我也是醉了，等那么就好吃的话也值了，关键味道不咋地，全是肥肉，看着就反胃，不会再来了,两个半小时才送到我也是醉了 等那么就好吃的话也值了 关键味道不咋地 全是肥肉 看着就反胃 不会再来了,WAIMAI,0,4.2,4
淘气！[偷笑] //@沈宏非:[哈哈]//@你我兜里了:哈哈哈哈哈哈哈哈哈哈哈//@我们不是说好做:哈哈哈哈哈哈哈哈//@M大王叫我来巡山:超萌好吗。。你好我是新搬来的，职业是黑社会，平时爱好养花和做菜，非常重视邻里关系，请不要欺负我。//@乳不贫何以平天下: 哈哈哈你们别乱来我要报警了,淘气 偷笑 哈哈哈你们别乱来我要报警了,WEIBO,1,3.3,3
外卖大哥态度很好，,外卖大哥态度很好,WAIMAI,1,2.4,2
还不错，送餐师傅很给力！,还不错 送餐师傅很给力,WAIMAI,0,4.4,4
看完这本书，才明白日常生活中，我们每个人都会有多么不理智的想法和举动！我把书中频频举到的例子讲给朋友们听，他们都觉得很惊讶，我们每个人都会在生活或者决策中犯那么多低级的却又看似十分正常的错误！同时大家都觉得这些简单的事例就让人受益匪浅。语言平实亲切，道理深入浅出，前后内容紧密连贯，是一本任何人都能一口气读下去，越读越觉得过瘾的好书。,看完这本书 才明白日常生活中 我们每个人都会有多么不理智的想法和举动 我把书中频频举到的例子讲给朋友们听 他们都觉得很惊讶 我们每个人都会在生活或者决策中犯那么多低级的却又看似十分正常的错误 同时大家都觉得这些简单的事例就让人受益匪浅 语言平实亲切 道理深入浅出 前后内容紧密连贯 是一本任何人都能一口气读下去 越读越觉得过瘾的好书,ChnSentiCorp,1,3.7,4
信仰问题！[汗] //@郭晏平:巴西人民太矫情了吧[哈哈] //@郭洪钧:公交上调2毛钱？巴西人至于吗？咱这上调2块钱，老百姓很平静嘛！,信仰问题 汗,WEIBO,1,0.3,0
驱动超级麻烦，用VISTA已经算轻松了，无线网卡的驱动可以到mydriver上面找，网卡的型号是NE771，找F50型号的就可以了,驱动超级麻烦 用VISTA已经算轻松了 无线网卡的驱动可以到mydriver上面找 网卡的型号是NE771 找F50型号的就可以了,ChnSentiCorp,0,2.2,2
今天送餐很慢，用时一小时10分钟，送过肉夹馍都凉了，好腥。希望下次会快点。,今天送餐很慢 用时一小时10分钟 送过肉夹馍都凉了 好腥 希望下次会快点,WAIMAI,0,3.1,4
内存太小，慢得像蜗牛，我是5599入手的，显卡太次，太重不便携带！应该还有一定的降价空间的。,内存太小 慢得像蜗牛 我是5599入手的 显卡太次 太重不便携带 应该还有一定的降价空间的,ChnSentiCorp,0,2.7,3
[哈哈][哈哈]走一个 让我们一起回味在香港的日子 //@Amelie-wong: @旅行摄影的美食人_JC咖  //@林小小肉:@曹小美的美丽人生 @AmoreEMusica //@大众点评网-玩转上海: 香港超火的茶点#稻香#要来上海啦！！,哈哈 哈哈 走一个 让我们一起回味在香港的日子 香港超火的茶点要来上海啦,WEIBO,1,5.0,5
预装的vista分区比较变态；改装成XP之后，运行pplive打开加速器后，经常卡。左手部位比较热,预装的vista分区比较变态 改装成XP之后 运行pplive打开加速器后 经常卡 左手部位比较热,ChnSentiCorp,0,0.3,5
"经常买,卷都挺好,第一次买八宝菜太难吃了,建议改改",经常买 卷都挺好 第一次买八宝菜太难吃了 建议改改,WAIMAI,1,1.6,2
喜欢就好昂~下次还搞新玩意儿送乃们！[爱你],喜欢就好昂 下次还搞新玩意儿送乃们 爱你,WEIBO,1,2.8,3
煎饼很好吃，但焖面太难吃,煎饼很好吃 但焖面太难吃,WAIMAI,1,1.8,2
备注18:00送，17点多就打电话要求送，孩子拿到手全身凉的，难吃！,备注18 00送 17点多就打电话要求送 孩子拿到手全身凉的 难吃,WAIMAI,0,4.5,4
。。。师叔。。你肯定没干好事。。。。[衰],师叔 你肯定没干好事 衰,WEIBO,0,1.4,1
这一对感觉又如何?今晚发了这么多对，你们觉得哪对最配呀?[嘻嘻],这一对感觉又如何 今晚发了这么多对 你们觉得哪对最配呀 嘻嘻,WEIBO,1,4.3,4
啥都不说了，各位达人新年快乐！！！！[哈哈][哈哈][哈哈],啥都不说了 各位达人新年快乐 哈哈 哈哈 哈哈,WEIBO,1,5.0,5
叔最乖！真好~~//@胡杏儿:希望是真的！！希望人?和?物都平安！！[蜡烛][蜡烛][蜡烛] //@?物求救?息中心:真的??太好了![鼓掌]  //@吴麒圳:已收到消息，猫叔和他的家人都平安!,叔最乖 真好,WEIBO,1,3.9,4
突然感觉好无助[泪]不会再爱了[泪]//@Jackie卓越:不是地球人，是颤抖吧中国人！//@石小飞啦://@王珂-病蛹:[汗]//@王珏-深圳: 转发微博,突然感觉好无助 泪 不会再爱了 泪 转发微博,WEIBO,0,0.2,0
都是从事业渣磨练过来的，咱们都别放弃治疗，早晚都会从事业渣成长起来的～//@属于我的那一朵蓝:看完感觉主页君好拼搏，事业渣默默飘过[睡觉]//@我爱小肌肉: 丫头真逗[嘻嘻]//,都是从事业渣磨练过来的 咱们都别放弃治疗 早晚都会从事业渣成长起来的 丫头真逗 嘻嘻,WEIBO,1,0.1,0
买了几个Lenovo制造的ThinkPad，感觉和旧ThinkPad也差不多，质量还是比较好的。 外加京东的退货换货服务，买大件也不怕质量问题。,买了几个Lenovo制造的ThinkPad 感觉和旧ThinkPad也差不多 质量还是比较好的 外加京东的退货换货服务 买大件也不怕质量问题,ChnSentiCorp,1,5.0,5
"以后山西队的比赛解说还就是：山西队发球，球传给科比，科比变向，急停，跳投，球进了，一条龙！ 重复整场。准转。//@JAY_Element：[晕]山西队球衣,彻底坑爹这是!!",以后山西队的比赛解说还就是 山西队发球 球传给科比 科比变向 急停 跳投 球进了 一条龙 重复整场 准转,WEIBO,0,1.3,1
原以为关于中医的书都会像古文言文一样晦涩难懂，读完武老师的书后，发现原来中医知识也可以写得像散文一样娓娓道来，优美而不失其专业特点，简短而不失其深刻道理，通俗而不失其大智慧，是一本值得一读的好书，个人觉得美中不足的一点就是，通读过后，觉得内容有点少，若能系统介绍相关穴位疗效，相信定会有更多养生朋友获益，而不仅仅是只记得几个关键穴位。,原以为关于中医的书都会像古文言文一样晦涩难懂 读完武老师的书后 发现原来中医知识也可以写得像散文一样娓娓道来 优美而不失其专业特点 简短而不失其深刻道理 通俗而不失其大智慧 是一本值得一读的好书 个人觉得美中不足的一点就是 通读过后 觉得内容有点少 若能系统介绍相关穴位疗效 相信定会有更多养生朋友获益 而不仅仅是只记得几个关键穴位,ChnSentiCorp,1,5.0,5
"没过几天我还是选择住这个宾馆,怎么办呢,忘不了这里的早餐好滋味呀,个方便都挺好的~",没过几天我还是选择住这个宾馆 怎么办呢 忘不了这里的早餐好滋味呀 个方便都挺好的,ChnSentiCorp,1,0.7,1
[泪][泪][泪]//@天才miumiu缪缪:L.   O.   V.    E,泪 泪 泪 O V E,WEIBO,0,0.6,1
这本书是女儿点名要买的，我都不知道原来他们班级正在流行看这个的，她指着一瓶饮料上的广告告诉我的，因为外婆在书摊上只找到关于这个游戏攻略的书，所以只能我给她上网找了。买回家自然很高兴，书一直被带去学校差不多已经翻烂了，因为女儿喜欢所以给了4星，如果是按我的话可能只有1星了，因为这本所谓的游戏迷宫书真的不怎么样，如果真在书上玩迷宫的话会伤害眼睛，字体排版设计不合理，就光看看图吧。哎...,这本书是女儿点名要买的 我都不知道原来他们班级正在流行看这个的 她指着一瓶饮料上的广告告诉我的 因为外婆在书摊上只找到关于这个游戏攻略的书 所以只能我给她上网找了 买回家自然很高兴 书一直被带去学校差不多已经翻烂了 因为女儿喜欢所以给了4星 如果是按我的话可能只有1星了 因为这本所谓的游戏迷宫书真的不怎么样 如果真在书上玩迷宫的话会伤害眼睛 字体排版设计不合理 就光看看图吧 哎,ChnSentiCorp,1,4.3,4
"晚了一小时,要求赔偿,给我回电",晚了一小时 要求赔偿 给我回电,WAIMAI,0,4.0,4
@鱼儿和草莓   @北京苗方清颜祛痘专家   @悦馨--球爱的天空   @J-Flower高级童装定制-翠喜小铺   @菁制美食   @海吃海喝找海哥   @郝婕铭   @胡滨微博   @胡元骏  哪位好友帮我转起来看看她家 @北京苗方清颜祛痘专家  的治痘效果如何？女儿最近要在她家做包治，要价32800。[泪]也不知效果如何？,哪位好友帮我转起来看看她家 的治痘效果如何 女儿最近要在她家做包治 要价32800 泪 也不知效果如何,WEIBO,0,1.1,1
画硬了[哈哈]//@杨璐25:哈哈哈！不管饼大饼小，如果只会画都留不住核心成员,画硬了 哈哈,WEIBO,1,3.8,4
散热非常好，连续用四五个小时都不会发烫。换了XP系统后，感觉速度快了很多,散热非常好 连续用四五个小时都不会发烫 换了XP系统后 感觉速度快了很多,ChnSentiCorp,1,0.1,0
"这家的菜是人吃的么,给狗狗都不吃,简直太难吃了,鱼杂豆腐是苦的,火爆肝尖又黑又腥,鱿鱼没处理干净,鱿鱼都没处理干净就送上来了,一共点了三个没一个能吃,全倒掉了,以后不要去这家买了",这家的菜是人吃的么 给狗狗都不吃 简直太难吃了 鱼杂豆腐是苦的 火爆肝尖又黑又腥 鱿鱼没处理干净 鱿鱼都没处理干净就送上来了 一共点了三个没一个能吃 全倒掉了 以后不要去这家买了,WAIMAI,0,4.6,3
[嘻嘻] 都是一家人，坐在一起不缺“共同话题”。,嘻嘻 都是一家人 坐在一起不缺 共同话题,WEIBO,1,2.7,3
//@雨落四月: //@依然哟: 嗷[泪] //@清华南都:女人体重不过百，不是平胸就是矮。右边很标准[酷] //@曼陀Vicky: 我的目标之一。目前体重50.6KG,嗷 泪 我的目标之一 目前体重50 6KG,WEIBO,0,0.4,0
[偷笑] 姜还是老的辣…//@音乐人李杰:[哈哈][哈哈][lxhx逗转圈],偷笑 姜还是老的辣,WEIBO,1,0.4,0
今天吧我这个意式通粉吧，得到了@marla 总的完全 否定！[泪]??！好吧我知错了，下回改进。,今天吧我这个意式通粉吧 得到了 总的完全 否定 泪 好吧我知错了 下回改进,WEIBO,0,2.9,3
时光，浓淡相宜。人心，远近相安。有些人，似荷，只能远观。有些人，如茶，可以咀嚼。有些人，象风，不必在意。有些人，是树，值得依靠。我们要不拘一格，任何人都不是你我的复制与想像。所以要感恩出现在我们生命里的所有人，是他们鞭策我们成长且强大，感恩大家，感恩节快乐！[爱你][爱你][爱你],时光 浓淡相宜 人心 远近相安 有些人 似荷 只能远观 有些人 如茶 可以咀嚼 有些人 象风 不必在意 有些人 是树 值得依靠 我们要不拘一格 任何人都不是你我的复制与想像 所以要感恩出现在我们生命里的所有人 是他们鞭策我们成长且强大 感恩大家 感恩节快乐 爱你 爱你 爱你,WEIBO,1,5.0,5
好萌的小狮子[亲亲][亲亲],好萌的小狮子 亲亲 亲亲,WEIBO,1,0.0,0
[照相机]2001年4月11日，@教育报邓兴军 老师还在北京青年报工作时对我的采访报纸11年后已经成为我家最宝贵的文物...[钟]没想到11年后能在微博和邓老师重逢真是太激动了...[泪]@李利国是个好同志,照相机 2001年4月11日 老师还在北京青年报工作时对我的采访报纸11年后已经成为我家最宝贵的文物 钟 没想到11年后能在微博和邓老师重逢真是太激动了 泪,WEIBO,0,5.0,5
6芯变3芯！！！京东说送礼物包？？系统安装麻烦，还有做工有点差啊，那两个开关（电源，无线）好像玩具开关，OEM系统又不贵，完全应该考虑上XP版！底部好热！LED指示灯刺眼！,6芯变3芯 京东说送礼物包 系统安装麻烦 还有做工有点差啊 那两个开关 电源 无线 好像玩具开关 OEM系统又不贵 完全应该考虑上XP版 底部好热 LED指示灯刺眼,ChnSentiCorp,0,0.9,1
[泪][泪][泪] @有意思啥意思没意思够意思  @sharondong2012,泪 泪 泪,WEIBO,0,5.0,5
健一公馆开年红！[嘻嘻],健一公馆开年红 嘻嘻,WEIBO,1,3.4,3
舒服[嘻嘻],舒服 嘻嘻,WEIBO,1,2.0,2
挺好吃个额,挺好吃个额,WAIMAI,1,2.0,2
订的是12点15，结果11点45就送来了，芝士焗面里肉酱好少，味道淡淡的，适合我这种口轻的人,订的是12点15 结果11点45就送来了 芝士焗面里肉酱好少 味道淡淡的 适合我这种口轻的人,WAIMAI,0,4.2,4
光驱对少数几张盘声音响的惊人，但大多数光盘都很轻，大概是那几张盘有问题吧,光驱对少数几张盘声音响的惊人 但大多数光盘都很轻 大概是那几张盘有问题吧,ChnSentiCorp,0,0.8,1
我吃出来一个钢丝球上的一个丝,我吃出来一个钢丝球上的一个丝,WAIMAI,1,1.1,1
非常非常慢！不推荐！,非常非常慢 不推荐,WAIMAI,0,3.8,4
非常不行，三星的携程定290元，说景观房，其实什么都看不到，连大马路都不繁华。火车站附近佳丽4星，协议价298。只能说这变价高了，而且很老破破的样子，一点花园的感觉都没！其余一般。,非常不行 三星的携程定290元 说景观房 其实什么都看不到 连大马路都不繁华 火车站附近佳丽4星 协议价298 只能说这变价高了 而且很老破破的样子 一点花园的感觉都没 其余一般,ChnSentiCorp,0,3.8,5
读过了，觉得很一般。但还没有一般到需要那么多人批评于丹的水平。哲学是“仁者见仁，智者见智”的学问，每个人都有自己的看法，所以有批评是正常的。于丹成名太快，国人有一种“气人有，笑人无”的劣习，所以有批评是正常的。古来知识分子讲究“安贫乐道，宠辱不惊，淡泊名志，宁静致远”，利用圣贤的学说布道可以，搞售书，谋利益可能就不太符合作学问人的价值观了，所以有批评也是正常的。不过，我能理解。,读过了 觉得很一般 但还没有一般到需要那么多人批评于丹的水平 哲学是 仁者见仁 智者见智 的学问 每个人都有自己的看法 所以有批评是正常的 于丹成名太快 国人有一种 气人有 笑人无 的劣习 所以有批评是正常的 古来知识分子讲究 安贫乐道 宠辱不惊 淡泊名志 宁静致远 利用圣贤的学说布道可以 搞售书 谋利益可能就不太符合作学问人的价值观了 所以有批评也是正常的 不过 我能理解,ChnSentiCorp,0,5.0,5
"没别的,酱太多,难吃",没别的 酱太多 难吃,WAIMAI,0,3.8,4
太有才了[抓狂] //@图林老姜: [?]@上图张奇 @竹帛斋主 @上图赵亮 @图有其表 @书蠹精[怒],太有才了 抓狂,WEIBO,0,0.1,1
没给我送，还成交。气死我了！,没给我送 还成交 气死我了,WAIMAI,0,0.8,3
啊？深圳就有吧、只不过我们还木有找到 //@深圳舞蹈小于Elmo:哈尔滨！~哈哈！~[哈哈]//@相声演员张瀚文: 哪里有卖啊？[抓狂][抓狂][抓狂],啊 深圳就有吧 只不过我们还木有找到 哪里有卖啊 抓狂 抓狂 抓狂,WEIBO,1,2.0,2
[汗] //@赵金良: [衰],汗 衰,WEIBO,0,3.6,4
出门的一瞬间还是有些不舍，不太想回学校！[泪],出门的一瞬间还是有些不舍 不太想回学校 泪,WEIBO,0,5.0,5
如题，书我还没有读，总的来看印刷效果还可以，但是，整套书都有一种很难闻的味道，不知出版社是怎么考虑的，这套书可是提供给孩子们阅读的，如果这么大味道，对孩子们的呼吸道可能会造成一定的刺激，不知道为什么这种书还可以获得这么多的五星评价？！,如题 书我还没有读 总的来看印刷效果还可以 但是 整套书都有一种很难闻的味道 不知出版社是怎么考虑的 这套书可是提供给孩子们阅读的 如果这么大味道 对孩子们的呼吸道可能会造成一定的刺激 不知道为什么这种书还可以获得这么多的五星评价,ChnSentiCorp,0,1.8,2
之前在我们的读者投票中，确实有35%的人表示，不喜欢坐在带婴儿的年轻父母旁边。你有过这种“惨烈”的经历吗？//@土耳其航空公司TK: [衰]坐到婴儿旁边是煎熬啊！,之前在我们的读者投票中 确实有35 的人表示 不喜欢坐在带婴儿的年轻父母旁边 你有过这种 惨烈 的经历吗 衰 坐到婴儿旁边是煎熬啊,WEIBO,0,2.8,5
这样的度假才是惬意的~~[鼓掌],这样的度假才是惬意的 鼓掌,WEIBO,1,4.3,4
目前的配置应该是最低价。光驱不是蓝光的！还有内存芯片超好“尔必达”的。,目前的配置应该是最低价 光驱不是蓝光的 还有内存芯片超好 尔必达 的,ChnSentiCorp,1,3.6,4
"最后只能是""二伏""--------对不起了!!![怒] //@开心中卓越:回复@治愈系生活:于此处，你评论不起!@一斗自然全 //@肚腩飞 //@丰收的时节 [酷]",最后只能是 二伏 对不起了 怒 酷,WEIBO,0,2.0,2
亲，你觉的咋样？[爱你]@马翔围脖,亲 你觉的咋样 爱你,WEIBO,1,3.5,3
等了将近一个小时，快饿晕,等了将近一个小时 快饿晕,WAIMAI,0,4.8,5
上海的秋天煞是爽利。从公司出来本来很累了，还是忍不住走到这边坐了一会儿。喝瓶盐汽水，恢复点儿能量。[可爱] 我在:http://t.cn/z8cNzsE,上海的秋天煞是爽利 从公司出来本来很累了 还是忍不住走到这边坐了一会儿 喝瓶盐汽水 恢复点儿能量 可爱 我在,WEIBO,1,0.5,0
17号下单，18号发货，都4天了。在外省买的宝贝都到了，这个同城快递竟然还在路上。@哈尔滨韵达快递 ，你是属蜗牛的吗？[怒]@哈尔滨微吧,17号下单 18号发货 都4天了 在外省买的宝贝都到了 这个同城快递竟然还在路上 你是属蜗牛的吗 怒,WEIBO,0,2.1,1
很好吃，大家吃了后都找实体店去吃了,很好吃 大家吃了后都找实体店去吃了,WAIMAI,1,2.8,3
住过的最差的4星级宾馆，墙壁根本不隔音，晚上楼下卡拉ＯＫ吵的没法睡觉，早餐餐厅都是附近过来喝早茶的老头,住过的最差的4星级宾馆 墙壁根本不隔音 晚上楼下卡拉ＯＫ吵的没法睡觉 早餐餐厅都是附近过来喝早茶的老头,ChnSentiCorp,0,5.0,5
帮扩散~//@半夏Summer_Eve: 帮你扩散一下[嘻嘻],帮扩散 帮你扩散一下 嘻嘻,WEIBO,1,3.5,3
[哈哈][哈哈]//@kubi_Ng: 芥末朱古力口感果然有趣.老公因为阴影问题五识欣赏.其实吃真d.几好味.不过非重口味者.请勿轻举妄动[偷笑]荔枝玫瑰真系好清新.不过我呢挺重口味就嫌距淡佐D.榴莲蓓蕾因为罗翻黎雪过.焦糖变糖浆.不过老公依然大赞.不得不提.服务态度好到爆.仲想试埋柠檬挞,哈哈 哈哈 芥末朱古力口感果然有趣 老公因为阴影问题五识欣赏 其实吃真d 几好味 不过非重口味者 请勿轻举妄动 偷笑 荔枝玫瑰真系好清新 不过我呢挺重口味就嫌距淡佐D 榴莲蓓蕾因为罗翻黎雪过 焦糖变糖浆 不过老公依然大赞 不得不提 服务态度好到爆 仲想试埋柠檬挞,WEIBO,1,5.0,5
还有人敢质疑我的人品吗...[晕],还有人敢质疑我的人品吗 晕,WEIBO,0,2.8,3
找医院先住下吧//@武侠knight:请问怎么能捐钱 //@行者孙冕:回复@柯蓝:哥的骨?硬，压不垮！ //@柯蓝:别榨干了老哥哥。[泪] //@行者孙冕:回复@柯蓝:@柯蓝 妹子不可抢，哥哥还有钱！  //@柯蓝:费用我来,找医院先住下吧 妹子不可抢 哥哥还有钱,WEIBO,0,2.4,2
LINUX的系统，装XP不好装，外接电视有死机现象，可能是我不会弄。另外配置有很多种，安装系统的时候不知道选哪种驱动……,LINUX的系统 装XP不好装 外接电视有死机现象 可能是我不会弄 另外配置有很多种 安装系统的时候不知道选哪种驱动,ChnSentiCorp,0,1.4,1
